npy,clase,split,marco,ventana,clip_origen
normal__02-13-21-29-01 camara 1 - 01-932.npy,normal,val,1.051,(993, 154, 1203, 364),02-13-21-29-01 camara 1 - 01-932.mp4
normal__02-13-21-29-39 camara 1 - 39-196.npy,normal,train,1.036,(1001, 162, 1217, 378),02-13-21-29-39 camara 1 - 39-196.mp4
hurto__02-13-21-29-40 camara 0 - 40-063.npy,hurto,val,1.037,(857, 110, 1069, 322),02-13-21-29-40 camara 0 - 40-063.mp4
hurto__02-13-21-29-45 camara 0 - 45-453.npy,hurto,train,1.021,(863, 113, 1071, 321),02-13-21-29-45 camara 0 - 45-453.mp4
hurto__02-13-21-29-46 camara 1 - 46-292.npy,hurto,train,1.009,(998, 166, 1207, 375),02-13-21-29-46 camara 1 - 46-292.mp4
normal__02-13-21-30-10 camara 0 - 10-335.npy,normal,train,1.062,(868, 124, 1109, 365),02-13-21-30-10 camara 0 - 10-335.mp4
hurto__02-13-21-30-11 camara 1 - 11-175.npy,hurto,train,1.066,(984, 175, 1225, 416),02-13-21-30-11 camara 1 - 11-175.mp4
normal__02-13-21-32-14 camara 0 - 14-624.npy,normal,train,1.072,(877, 136, 1134, 393),02-13-21-32-14 camara 0 - 14-624.mp4
hurto__02-13-21-44-27 camara 2 - 27-517.npy,hurto,val,1.044,(488, 227, 926, 665),02-13-21-44-27 camara 2 - 27-517.mp4
hurto__02-13-21-44-33 camara 2 - 33-756.npy,hurto,train,1.079,(517, 237, 947, 667),02-13-21-44-33 camara 2 - 33-756.mp4
normal__02-13-21-44-46 camara 3 - 46-359.npy,normal,val,1.007,(609, 252, 1064, 707),02-13-21-44-46 camara 3 - 46-359.mp4
normal__02-13-21-44-52 camara 1 - 52-608.npy,normal,train,1.001,(798, 135, 1018, 355),02-13-21-44-52 camara 1 - 52-608.mp4
normal__02-13-21-44-53 camara 0 - 53-408.npy,normal,train,1.044,(615, 100, 848, 333),02-13-21-44-53 camara 0 - 53-408.mp4
hurto__02-13-21-45-05 camara 2 - 05-274.npy,hurto,train,1.012,(878, 174, 1286, 582),02-13-21-45-05 camara 2 - 05-274.mp4
normal__02-13-21-45-11 camara 1 - 11-521.npy,normal,train,1.093,(759, 141, 1009, 391),02-13-21-45-11 camara 1 - 11-521.mp4
hurto__02-13-21-45-30 camara 1 - 30-414.npy,hurto,train,1.029,(835, 130, 1034, 329),02-13-21-45-30 camara 1 - 30-414.mp4
hurto__02-13-21-46-38 camara 3 - 38-959.npy,hurto,val,1.068,(700, 74, 950, 324),02-13-21-46-38 camara 3 - 38-959.mp4
normal__02-13-21-47-10 camara 2 - 10-338.npy,normal,train,1.008,(498, 87, 783, 372),02-13-21-47-10 camara 2 - 10-338.mp4
hurto__02-13-21-47-16 camara 2 - 16-622.npy,hurto,train,1.001,(571, 96, 841, 366),02-13-21-47-16 camara 2 - 16-622.mp4
hurto__02-13-21-48-19 camara 1 - 19-134.npy,hurto,train,1.01,(1002, 164, 1215, 377),02-13-21-48-19 camara 1 - 19-134.mp4
hurto__02-13-21-48-25 camara 1 - 25-404.npy,hurto,train,1.004,(1006, 162, 1217, 373),02-13-21-48-25 camara 1 - 25-404.mp4
normal__02-13-21-48-26 camara 2 - 26-234.npy,normal,val,1.032,(453, 325, 934, 806),02-13-21-48-26 camara 2 - 26-234.mp4
hurto__02-13-21-48-50 camara 3 - 50-622.npy,hurto,train,1.021,(586, 249, 1035, 698),02-13-21-48-50 camara 3 - 50-622.mp4
normal__02-13-21-48-51 camara 2 - 51-414.npy,normal,train,1.091,(936, 208, 1423, 695),02-13-21-48-51 camara 2 - 51-414.mp4
hurto__02-13-21-48-57 camara 1 - 57-001.npy,hurto,val,1.042,(792, 136, 1007, 351),02-13-21-48-57 camara 1 - 57-001.mp4
normal__02-13-21-49-53 camara 3 - 53-313.npy,normal,train,1.05,(705, 116, 1019, 430),02-13-21-49-53 camara 3 - 53-313.mp4
hurto__02-13-21-49-59 camara 0 - 59-601.npy,hurto,train,1.036,(617, 162, 939, 484),02-13-21-49-59 camara 0 - 59-601.mp4
normal__02-13-21-50-00 camara 1 - 00-455.npy,normal,val,1.003,(658, 204, 944, 490),02-13-21-50-00 camara 1 - 00-455.mp4
normal__02-13-21-50-01 camara 3 - 01-296.npy,normal,train,1.062,(694, 115, 1001, 422),02-13-21-50-01 camara 3 - 01-296.mp4
normal__02-13-21-50-12 camara 1 - 12-381.npy,normal,train,1.073,(643, 193, 945, 495),02-13-21-50-12 camara 1 - 12-381.mp4
hurto__02-13-21-50-18 camara 1 - 18-737.npy,hurto,train,1.045,(656, 196, 955, 495),02-13-21-50-18 camara 1 - 18-737.mp4
normal__02-13-21-50-19 camara 0 - 19-533.npy,normal,train,1.093,(633, 169, 959, 495),02-13-21-50-19 camara 0 - 19-533.mp4
normal__02-13-21-50-43 camara 2 - 43-849.npy,normal,train,1.01,(520, 80, 807, 367),02-13-21-50-43 camara 2 - 43-849.mp4
normal__02-13-21-51-46 camara 0 - 46-214.npy,normal,train,1.054,(877, 158, 1175, 456),02-13-21-51-46 camara 0 - 46-214.mp4
hurto__02-13-21-51-46 camara 2 - 46-992.npy,hurto,train,1.058,(539, 89, 921, 471),02-13-21-51-46 camara 2 - 46-992.mp4
hurto__02-13-21-51-58 camara 3 - 58-813.npy,hurto,train,1.055,(604, 116, 885, 397),02-13-21-51-58 camara 3 - 58-813.mp4
normal__02-13-21-52-29 camara 2 - 29-946.npy,normal,train,1.012,(512, 148, 870, 506),02-13-21-52-29 camara 2 - 29-946.mp4
normal__02-13-21-52-30 camara 3 - 30-668.npy,normal,train,1.003,(396, 194, 687, 485),02-13-21-52-30 camara 3 - 30-668.mp4
normal__02-13-21-52-55 camara 2 - 55-118.npy,normal,train,1.029,(511, 100, 906, 495),02-13-21-52-55 camara 2 - 55-118.mp4
normal__02-13-21-53-01 camara 2 - 01-356.npy,normal,train,1.008,(559, 162, 891, 494),02-13-21-53-01 camara 2 - 01-356.mp4
hurto__02-13-21-53-51 camara 3 - 51-455.npy,hurto,train,1.015,(376, 186, 703, 513),02-13-21-53-51 camara 3 - 51-455.mp4
hurto__02-13-21-54-22 camara 2 - 22-864.npy,hurto,train,1.029,(463, 225, 932, 694),02-13-21-54-22 camara 2 - 22-864.mp4
hurto__02-13-21-55-50 camara 0 - 50-476.npy,hurto,train,1.044,(624, 102, 860, 338),02-13-21-55-50 camara 0 - 50-476.mp4
normal__02-13-21-57-17 camara 0 - 17-773.npy,normal,train,1.022,(620, 166, 917, 463),02-13-21-57-17 camara 0 - 17-773.mp4
normal__02-13-21-57-30 camara 2 - 30-337.npy,normal,train,1.099,(788, 34, 1086, 332),02-13-21-57-30 camara 2 - 30-337.mp4
normal__02-13-21-57-42 camara 3 - 42-871.npy,normal,val,1.097,(703, 87, 967, 351),02-13-21-57-42 camara 3 - 42-871.mp4
normal__02-13-21-57-43 camara 1 - 43-669.npy,normal,train,1.074,(543, 249, 933, 639),02-13-21-57-43 camara 1 - 43-669.mp4
hurto__02-13-21-57-49 camara 0 - 49-285.npy,hurto,val,1.002,(635, 235, 994, 594),02-13-21-57-49 camara 0 - 49-285.mp4
hurto__02-13-21-57-50 camara 1 - 50-070.npy,hurto,train,1.006,(562, 234, 937, 609),02-13-21-57-50 camara 1 - 50-070.mp4
normal__02-13-22-00-19 camara 3 - 19-427.npy,normal,val,1.011,(440, 170, 737, 467),02-13-22-00-19 camara 3 - 19-427.mp4
hurto__02-13-22-00-20 camara 2 - 20-176.npy,hurto,val,1.077,(523, 103, 910, 490),02-13-22-00-20 camara 2 - 20-176.mp4
normal__02-13-22-00-25 camara 0 - 25-690.npy,normal,train,1.082,(849, 157, 1132, 440),02-13-22-00-25 camara 0 - 25-690.mp4
hurto__02-13-22-00-31 camara 1 - 31-879.npy,hurto,train,1.091,(744, 202, 1227, 685),02-13-22-00-31 camara 1 - 31-879.mp4
hurto__02-13-22-01-34 camara 0 - 34-241.npy,hurto,train,1.002,(856, 117, 1060, 321),02-13-22-01-34 camara 0 - 34-241.mp4
hurto__02-13-22-01-46 camara 2 - 46-868.npy,hurto,train,1.083,(487, 290, 1008, 811),02-13-22-01-46 camara 2 - 46-868.mp4
normal__02-13-22-01-53 camara 0 - 53-170.npy,normal,train,1.036,(845, 113, 1053, 321),02-13-22-01-53 camara 0 - 53-170.mp4
hurto__02-13-22-02-24 camara 0 - 24-667.npy,hurto,train,1.034,(642, 107, 863, 328),02-13-22-02-24 camara 0 - 24-667.mp4
hurto__02-13-22-02-30 camara 0 - 30-908.npy,hurto,train,1.005,(644, 116, 858, 330),02-13-22-02-30 camara 0 - 30-908.mp4
hurto__02-13-22-03-08 camara 3 - 08-736.npy,hurto,val,1.042,(721, 120, 1033, 432),02-13-22-03-08 camara 3 - 08-736.mp4
hurto__02-13-22-03-09 camara 2 - 09-489.npy,hurto,train,1.071,(861, 65, 1201, 405),02-13-22-03-09 camara 2 - 09-489.mp4
hurto__02-13-22-03-14 camara 0 - 14-980.npy,hurto,val,1.069,(588, 155, 910, 477),02-13-22-03-14 camara 0 - 14-980.mp4
hurto__02-13-22-04-55 camara 2 - 55-157.npy,hurto,train,1.014,(506, 160, 894, 548),02-13-22-04-55 camara 2 - 55-157.mp4
hurto__02-13-22-04-55 camara 3 - 55-927.npy,hurto,train,1.095,(346, 178, 709, 541),02-13-22-04-55 camara 3 - 55-927.mp4
hurto__02-13-22-05-45 camara 3 - 45-702.npy,hurto,train,1.087,(140, 281, 649, 790),02-13-22-05-45 camara 3 - 45-702.mp4
normal__02-13-22-07-32 camara 3 - 32-352.npy,normal,train,1.032,(144, 330, 603, 789),02-13-22-07-32 camara 3 - 32-352.mp4
hurto__02-13-22-07-44 camara 3 - 44-833.npy,hurto,train,1.058,(170, 332, 636, 798),02-13-22-07-44 camara 3 - 44-833.mp4
hurto__02-13-22-07-51 camara 2 - 51-139.npy,hurto,train,1.05,(654, 388, 1125, 859),02-13-22-07-51 camara 2 - 51-139.mp4
normal__02-13-22-07-51 camara 3 - 51-914.npy,normal,train,1.006,(233, 378, 625, 770),02-13-22-07-51 camara 3 - 51-914.mp4
hurto__02-13-22-08-54 camara 0 - 54-099.npy,hurto,train,1.016,(637, 109, 872, 344),02-13-22-08-54 camara 0 - 54-099.mp4
normal__02-13-22-09-12 camara 2 - 12-767.npy,normal,train,1.028,(903, 98, 1259, 454),02-13-22-09-12 camara 2 - 12-767.mp4
hurto__02-13-22-09-13 camara 3 - 13-547.npy,hurto,train,1.004,(722, 151, 1050, 479),02-13-22-09-13 camara 3 - 13-547.mp4
hurto__02-13-22-09-19 camara 0 - 19-213.npy,hurto,train,1.08,(592, 138, 883, 429),02-13-22-09-19 camara 0 - 19-213.mp4
hurto__02-13-22-09-44 camara 2 - 44-447.npy,hurto,train,1.024,(538, 61, 797, 320),02-13-22-09-44 camara 2 - 44-447.mp4
normal__02-13-22-11-24 camara 3 - 24-732.npy,normal,train,1.04,(420, 150, 725, 455),02-13-22-11-24 camara 3 - 24-732.mp4
hurto__02-13-22-11-37 camara 2 - 37-247.npy,hurto,train,1.053,(520, 151, 890, 521),02-13-22-11-37 camara 2 - 37-247.mp4
normal__02-13-22-11-49 camara 0 - 49-697.npy,normal,val,1.078,(889, 135, 1166, 412),02-13-22-11-49 camara 0 - 49-697.mp4
hurto__02-13-22-12-14 camara 3 - 14-909.npy,hurto,train,1.083,(370, 185, 730, 545),02-13-22-12-14 camara 3 - 14-909.mp4
normal__02-13-22-12-15 camara 2 - 15-691.npy,normal,train,1.048,(534, 160, 932, 558),02-13-22-12-15 camara 2 - 15-691.mp4
hurto__02-13-22-12-21 camara 0 - 21-195.npy,hurto,train,1.003,(859, 146, 1100, 387),02-13-22-12-21 camara 0 - 21-195.mp4
hurto__02-13-22-12-21 camara 3 - 21-991.npy,hurto,train,1.044,(379, 190, 725, 536),02-13-22-12-21 camara 3 - 21-991.mp4
hurto__02-13-22-12-27 camara 2 - 27-431.npy,hurto,train,1.04,(535, 167, 920, 552),02-13-22-12-27 camara 2 - 27-431.mp4
hurto__02-13-22-14-19 camara 3 - 19-943.npy,hurto,train,1.073,(443, 139, 751, 447),02-13-22-14-19 camara 3 - 19-943.mp4
hurto__02-13-22-15-10 camara 0 - 10-012.npy,hurto,train,1.072,(657, 162, 989, 494),02-13-22-15-10 camara 0 - 10-012.mp4
hurto__02-13-22-15-10 camara 1 - 10-781.npy,hurto,val,1.013,(668, 197, 980, 509),02-13-22-15-10 camara 1 - 10-781.mp4
normal__02-13-22-16-00 camara 3 - 00-208.npy,normal,train,1.001,(422, 145, 720, 443),02-13-22-16-00 camara 3 - 00-208.mp4
normal__02-13-22-16-06 camara 2 - 06-614.npy,normal,train,1.088,(547, 105, 905, 463),02-13-22-16-06 camara 2 - 06-614.mp4
normal__02-13-22-17-46 camara 3 - 46-411.npy,normal,train,1.065,(229, 316, 665, 752),02-13-22-17-46 camara 3 - 46-411.mp4
normal__02-13-22-18-23 camara 1 - 23-960.npy,normal,train,1.02,(805, 268, 1175, 638),02-13-22-18-23 camara 1 - 23-960.mp4
normal__02-13-22-19-33 camara 1 - 33-076.npy,normal,train,1.079,(757, 278, 1160, 681),02-13-22-19-33 camara 1 - 33-076.mp4
hurto__02-13-22-20-35 camara 2 - 35-374.npy,hurto,val,1.022,(493, 147, 896, 550),02-13-22-20-35 camara 2 - 35-374.mp4
hurto__02-13-22-20-41 camara 2 - 41-711.npy,hurto,train,1.074,(499, 158, 903, 562),02-13-22-20-41 camara 2 - 41-711.mp4
normal__02-13-22-20-42 camara 1 - 42-527.npy,normal,train,1.005,(957, 185, 1215, 443),02-13-22-20-42 camara 1 - 42-527.mp4
hurto__02-13-22-20-48 camara 2 - 48-008.npy,hurto,train,1.081,(498, 78, 983, 563),02-13-22-20-48 camara 2 - 48-008.mp4
hurto__02-13-22-22-09 camara 3 - 09-867.npy,hurto,train,1.039,(705, 105, 979, 379),02-13-22-22-09 camara 3 - 09-867.mp4
hurto__02-13-22-22-16 camara 2 - 16-252.npy,hurto,train,1.083,(756, 52, 1057, 353),02-13-22-22-16 camara 2 - 16-252.mp4
normal__02-13-22-25-30 camara 2 - 30-976.npy,normal,train,1.036,(529, 94, 871, 436),02-13-22-25-30 camara 2 - 30-976.mp4
hurto__02-13-22-25-30 camara 3 - 30-245.npy,hurto,train,1.004,(456, 135, 751, 430),02-13-22-25-30 camara 3 - 30-245.mp4
normal__02-13-22-25-49 camara 2 - 49-034.npy,normal,train,1.089,(498, 158, 939, 599),02-13-22-25-49 camara 2 - 49-034.mp4
normal__02-13-22-26-20 camara 2 - 20-497.npy,normal,val,1.097,(524, 93, 898, 467),02-13-22-26-20 camara 2 - 20-497.mp4
hurto__02-13-22-26-39 camara 2 - 39-444.npy,hurto,val,1.035,(561, 50, 902, 391),02-13-22-26-39 camara 2 - 39-444.mp4
normal__02-13-22-26-45 camara 1 - 45-920.npy,normal,train,1.058,(797, 278, 1230, 711),02-13-22-26-45 camara 1 - 45-920.mp4
normal__02-13-22-27-17 camara 0 - 17-154.npy,normal,train,1.019,(612, 101, 829, 318),02-13-22-27-17 camara 0 - 17-154.mp4
hurto__02-13-22-27-17 camara 1 - 17-984.npy,hurto,train,1.051,(794, 126, 1005, 337),02-13-22-27-17 camara 1 - 17-984.mp4
normal__02-13-22-27-42 camara 0 - 42-479.npy,normal,train,1.022,(611, 107, 844, 340),02-13-22-27-42 camara 0 - 42-479.mp4
hurto__02-13-22-27-43 camara 2 - 43-285.npy,hurto,train,1.043,(957, 201, 1410, 654),02-13-22-27-43 camara 2 - 43-285.mp4
hurto__02-13-22-29-17 camara 0 - 17-416.npy,hurto,train,1.009,(626, 224, 967, 565),02-13-22-29-17 camara 0 - 17-416.mp4
normal__02-13-22-29-18 camara 1 - 18-241.npy,normal,val,1.002,(588, 236, 954, 602),02-13-22-29-18 camara 1 - 18-241.mp4
hurto__02-13-22-30-51 camara 3 - 51-841.npy,hurto,train,1.001,(431, 147, 744, 460),02-13-22-30-51 camara 3 - 51-841.mp4
normal__02-13-22-31-04 camara 3 - 04-429.npy,normal,train,1.049,(441, 154, 754, 467),02-13-22-31-04 camara 3 - 04-429.mp4
normal__02-13-22-31-29 camara 3 - 29-714.npy,normal,val,1.009,(308, 222, 652, 566),02-13-22-31-29 camara 3 - 29-714.mp4
hurto__02-13-22-31-36 camara 2 - 36-000.npy,hurto,train,1.065,(505, 194, 916, 605),02-13-22-31-36 camara 2 - 36-000.mp4
normal__02-13-22-31-42 camara 3 - 42-378.npy,normal,train,1.077,(325, 221, 684, 580),02-13-22-31-42 camara 3 - 42-378.mp4
normal__02-13-22-31-48 camara 0 - 48-668.npy,normal,train,1.064,(850, 124, 1096, 370),02-13-22-31-48 camara 0 - 48-668.mp4
normal__02-13-22-31-49 camara 1 - 49-455.npy,normal,train,1.083,(950, 170, 1214, 434),02-13-22-31-49 camara 1 - 49-455.mp4
hurto__02-13-22-32-19 camara 3 - 19-980.npy,hurto,train,1.033,(198, 299, 642, 743),02-13-22-32-19 camara 3 - 19-980.mp4
normal__02-13-22-32-20 camara 2 - 20-787.npy,normal,val,1.039,(447, 279, 1013, 845),02-13-22-32-20 camara 2 - 20-787.mp4
hurto__02-13-22-32-21 camara 1 - 21-578.npy,hurto,train,1.011,(993, 153, 1215, 375),02-13-22-32-21 camara 1 - 21-578.mp4
hurto__02-13-22-32-32 camara 0 - 32-749.npy,hurto,train,1.037,(852, 102, 1071, 321),02-13-22-32-32 camara 0 - 32-749.mp4
hurto__02-13-22-32-33 camara 2 - 33-540.npy,hurto,val,1.071,(463, 319, 986, 842),02-13-22-32-33 camara 2 - 33-540.mp4
hurto__02-13-22-32-34 camara 1 - 34-295.npy,hurto,train,1.067,(995, 150, 1222, 377),02-13-22-32-34 camara 1 - 34-295.mp4
normal__02-13-22-32-58 camara 0 - 58-044.npy,normal,train,1.075,(586, 139, 994, 547),02-13-22-32-58 camara 0 - 58-044.mp4
hurto__02-13-22-34-07 camara 1 - 07-186.npy,hurto,train,1.067,(865, 257, 1224, 616),02-13-22-34-07 camara 1 - 07-186.mp4
normal__02-13-22-34-07 camara 2 - 07-989.npy,normal,train,1.006,(549, 76, 829, 356),02-13-22-34-07 camara 2 - 07-989.mp4
normal__02-13-22-34-08 camara 0 - 08-747.npy,normal,train,1.099,(885, 205, 1259, 579),02-13-22-34-08 camara 0 - 08-747.mp4
hurto__02-13-22-35-04 camara 2 - 04-123.npy,hurto,train,1.064,(516, 105, 874, 463),02-13-22-35-04 camara 2 - 04-123.mp4
normal__02-13-22-35-35 camara 2 - 35-647.npy,normal,train,1.056,(523, 471, 1061, 1009),02-13-22-35-35 camara 2 - 35-647.mp4
hurto__02-13-22-36-32 camara 3 - 32-062.npy,hurto,train,1.039,(623, 263, 1065, 705),02-13-22-36-32 camara 3 - 32-062.mp4
hurto__02-13-22-36-38 camara 0 - 38-527.npy,hurto,train,1.013,(645, 113, 860, 328),02-13-22-36-38 camara 0 - 38-527.mp4
hurto__02-13-22-36-57 camara 3 - 57-465.npy,hurto,train,1.033,(556, 303, 1042, 789),02-13-22-36-57 camara 3 - 57-465.mp4
hurto__02-13-22-37-03 camara 1 - 03-774.npy,hurto,val,1.096,(826, 130, 1046, 350),02-13-22-37-03 camara 1 - 03-774.mp4
hurto__02-13-22-37-04 camara 2 - 04-559.npy,hurto,train,1.052,(917, 280, 1404, 767),02-13-22-37-04 camara 2 - 04-559.mp4
hurto__02-13-22-37-05 camara 0 - 05-330.npy,hurto,train,1.071,(652, 91, 878, 317),02-13-22-37-05 camara 0 - 05-330.mp4
hurto__02-13-22-37-06 camara 3 - 06-158.npy,hurto,train,1.093,(463, 290, 984, 811),02-13-22-37-06 camara 3 - 06-158.mp4
hurto__02-13-22-37-28 camara 3 - 28-715.npy,hurto,train,1.016,(293, 186, 673, 566),02-13-22-37-28 camara 3 - 28-715.mp4
normal__02-13-22-37-34 camara 1 - 34-905.npy,normal,train,1.008,(947, 171, 1196, 420),02-13-22-37-34 camara 1 - 34-905.mp4
hurto__02-13-22-37-41 camara 2 - 41-216.npy,hurto,train,1.006,(516, 195, 945, 624),02-13-22-37-41 camara 2 - 41-216.mp4
hurto__02-13-22-40-50 camara 3 - 50-658.npy,hurto,train,1.037,(319, 199, 691, 571),02-13-22-40-50 camara 3 - 50-658.mp4
