npy,clase,split,marco,ventana,clip_origen
normal__02-13-21-29-01 camara 1 - 01-932.npy,normal,val,1.051,(993, 154, 1203, 364),02-13-21-29-01 camara 1 - 01-932.mp4
normal__02-13-21-29-39 camara 1 - 39-196.npy,normal,train,1.036,(1001, 162, 1217, 378),02-13-21-29-39 camara 1 - 39-196.mp4
hurto__02-13-21-29-40 camara 0 - 40-063.npy,hurto,val,1.037,(857, 110, 1069, 322),02-13-21-29-40 camara 0 - 40-063.mp4
hurto__02-13-21-29-45 camara 0 - 45-453.npy,hurto,train,1.021,(863, 113, 1071, 321),02-13-21-29-45 camara 0 - 45-453.mp4
hurto__02-13-21-29-46 camara 1 - 46-292.npy,hurto,train,1.009,(998, 166, 1207, 375),02-13-21-29-46 camara 1 - 46-292.mp4
normal__02-13-21-30-10 camara 0 - 10-335.npy,normal,train,1.062,(868, 124, 1109, 365),02-13-21-30-10 camara 0 - 10-335.mp4
hurto__02-13-21-30-11 camara 1 - 11-175.npy,hurto,train,1.066,(984, 175, 1225, 416),02-13-21-30-11 camara 1 - 11-175.mp4
normal__02-13-21-32-14 camara 0 - 14-624.npy,normal,train,1.072,(877, 136, 1134, 393),02-13-21-32-14 camara 0 - 14-624.mp4
hurto__02-13-21-44-27 camara 2 - 27-517.npy,hurto,val,1.044,(488, 227, 926, 665),02-13-21-44-27 camara 2 - 27-517.mp4
hurto__02-13-21-44-33 camara 2 - 33-756.npy,hurto,train,1.079,(517, 237, 947, 667),02-13-21-44-33 camara 2 - 33-756.mp4
normal__02-13-21-44-46 camara 3 - 46-359.npy,normal,val,1.007,(609, 252, 1064, 707),02-13-21-44-46 camara 3 - 46-359.mp4
normal__02-13-21-44-52 camara 1 - 52-608.npy,normal,train,1.001,(798, 135, 1018, 355),02-13-21-44-52 camara 1 - 52-608.mp4
normal__02-13-21-44-53 camara 0 - 53-408.npy,normal,train,1.044,(615, 100, 848, 333),02-13-21-44-53 camara 0 - 53-408.mp4
hurto__02-13-21-45-05 camara 2 - 05-274.npy,hurto,train,1.012,(878, 174, 1286, 582),02-13-21-45-05 camara 2 - 05-274.mp4
normal__02-13-21-45-11 camara 1 - 11-521.npy,normal,train,1.093,(759, 141, 1009, 391),02-13-21-45-11 camara 1 - 11-521.mp4
hurto__02-13-21-45-30 camara 1 - 30-414.npy,hurto,train,1.029,(835, 130, 1034, 329),02-13-21-45-30 camara 1 - 30-414.mp4
hurto__02-13-21-46-38 camara 3 - 38-959.npy,hurto,val,1.068,(700, 74, 950, 324),02-13-21-46-38 camara 3 - 38-959.mp4
normal__02-13-21-47-10 camara 2 - 10-338.npy,normal,train,1.008,(498, 87, 783, 372),02-13-21-47-10 camara 2 - 10-338.mp4
hurto__02-13-21-47-16 camara 2 - 16-622.npy,hurto,train,1.001,(571, 96, 841, 366),02-13-21-47-16 camara 2 - 16-622.mp4
hurto__02-13-21-48-19 camara 1 - 19-134.npy,hurto,train,1.01,(1002, 164, 1215, 377),02-13-21-48-19 camara 1 - 19-134.mp4
hurto__02-13-21-48-25 camara 1 - 25-404.npy,hurto,train,1.004,(1006, 162, 1217, 373),02-13-21-48-25 camara 1 - 25-404.mp4
normal__02-13-21-48-26 camara 2 - 26-234.npy,normal,val,1.032,(453, 325, 934, 806),02-13-21-48-26 camara 2 - 26-234.mp4
hurto__02-13-21-48-50 camara 3 - 50-622.npy,hurto,train,1.021,(586, 249, 1035, 698),02-13-21-48-50 camara 3 - 50-622.mp4
normal__02-13-21-48-51 camara 2 - 51-414.npy,normal,train,1.091,(936, 208, 1423, 695),02-13-21-48-51 camara 2 - 51-414.mp4
hurto__02-13-21-48-57 camara 1 - 57-001.npy,hurto,val,1.042,(792, 136, 1007, 351),02-13-21-48-57 camara 1 - 57-001.mp4
normal__02-13-21-49-53 camara 3 - 53-313.npy,normal,train,1.05,(705, 116, 1019, 430),02-13-21-49-53 camara 3 - 53-313.mp4
hurto__02-13-21-49-59 camara 0 - 59-601.npy,hurto,train,1.036,(617, 162, 939, 484),02-13-21-49-59 camara 0 - 59-601.mp4
normal__02-13-21-50-00 camara 1 - 00-455.npy,normal,val,1.003,(658, 204, 944, 490),02-13-21-50-00 camara 1 - 00-455.mp4
normal__02-13-21-50-01 camara 3 - 01-296.npy,normal,train,1.062,(694, 115, 1001, 422),02-13-21-50-01 camara 3 - 01-296.mp4
normal__02-13-21-50-12 camara 1 - 12-381.npy,normal,train,1.073,(643, 193, 945, 495),02-13-21-50-12 camara 1 - 12-381.mp4
hurto__02-13-21-50-18 camara 1 - 18-737.npy,hurto,train,1.045,(656, 196, 955, 495),02-13-21-50-18 camara 1 - 18-737.mp4
normal__02-13-21-50-19 camara 0 - 19-533.npy,normal,train,1.093,(633, 169, 959, 495),02-13-21-50-19 camara 0 - 19-533.mp4
normal__02-13-21-50-43 camara 2 - 43-849.npy,normal,train,1.01,(520, 80, 807, 367),02-13-21-50-43 camara 2 - 43-849.mp4
normal__02-13-21-51-46 camara 0 - 46-214.npy,normal,train,1.054,(877, 158, 1175, 456),02-13-21-51-46 camara 0 - 46-214.mp4
hurto__02-13-21-51-46 camara 2 - 46-992.npy,hurto,train,1.058,(539, 89, 921, 471),02-13-21-51-46 camara 2 - 46-992.mp4
hurto__02-13-21-51-58 camara 3 - 58-813.npy,hurto,train,1.055,(604, 116, 885, 397),02-13-21-51-58 camara 3 - 58-813.mp4
normal__02-13-21-52-29 camara 2 - 29-946.npy,normal,train,1.012,(512, 148, 870, 506),02-13-21-52-29 camara 2 - 29-946.mp4
normal__02-13-21-52-30 camara 3 - 30-668.npy,normal,train,1.003,(396, 194, 687, 485),02-13-21-52-30 camara 3 - 30-668.mp4
normal__02-13-21-52-55 camara 2 - 55-118.npy,normal,train,1.029,(511, 100, 906, 495),02-13-21-52-55 camara 2 - 55-118.mp4
normal__02-13-21-53-01 camara 2 - 01-356.npy,normal,train,1.008,(559, 162, 891, 494),02-13-21-53-01 camara 2 - 01-356.mp4
hurto__02-13-21-53-51 camara 3 - 51-455.npy,hurto,train,1.015,(376, 186, 703, 513),02-13-21-53-51 camara 3 - 51-455.mp4
hurto__02-13-21-54-22 camara 2 - 22-864.npy,hurto,train,1.029,(463, 225, 932, 694),02-13-21-54-22 camara 2 - 22-864.mp4
hurto__02-13-21-55-50 camara 0 - 50-476.npy,hurto,train,1.044,(624, 102, 860, 338),02-13-21-55-50 camara 0 - 50-476.mp4
normal__02-13-21-57-17 camara 0 - 17-773.npy,normal,train,1.022,(620, 166, 917, 463),02-13-21-57-17 camara 0 - 17-773.mp4
normal__02-13-21-57-30 camara 2 - 30-337.npy,normal,train,1.099,(788, 34, 1086, 332),02-13-21-57-30 camara 2 - 30-337.mp4
normal__02-13-21-57-42 camara 3 - 42-871.npy,normal,val,1.097,(703, 87, 967, 351),02-13-21-57-42 camara 3 - 42-871.mp4
normal__02-13-21-57-43 camara 1 - 43-669.npy,normal,train,1.074,(543, 249, 933, 639),02-13-21-57-43 camara 1 - 43-669.mp4
hurto__02-13-21-57-49 camara 0 - 49-285.npy,hurto,val,1.002,(635, 235, 994, 594),02-13-21-57-49 camara 0 - 49-285.mp4
hurto__02-13-21-57-50 camara 1 - 50-070.npy,hurto,train,1.006,(562, 234, 937, 609),02-13-21-57-50 camara 1 - 50-070.mp4
normal__02-13-22-00-19 camara 3 - 19-427.npy,normal,val,1.011,(440, 170, 737, 467),02-13-22-00-19 camara 3 - 19-427.mp4
